Item_ID,Item_Category,Item_Price,Units_Sold,Total_Sales,Profit,Profit_Margin,Outlet_Type,Outlet_Size,Region,State,City,City_Tier,Store_Age,Customer_Age_Group,Customer_Gender,Avg_Customer_Spend,Year
BB07573,Electronics,4146,108,447768,80598.24,18,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 1,9,26-35,Male,1179,2022
BB07574,Grocery,43487,116,5044492,1462902.68,29,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 2,14,36-45,Male,799,2023
BB07575,Electronics,32006,327,10465962,2302511.64,22,Supermarket,Medium,North,Uttar Pradesh,Lucknow,Tier 2,5,36-45,Male,2913,2023
BB07576,Clothing,9471,51,483021,91773.99,19,Supermarket,Medium,South,Karnataka,Bangalore,Tier 1,15,26-35,Female,7627,2024
BB07577,Grocery,34449,7,241143,62697.18,26,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 3,2,26-35,Male,977,2021
BB07578,Personal Care,29174,34,991916,148787.4,15,Supermarket,Large,North,Delhi,New Delhi,Tier 1,13,26-35,Female,2834,2020
BB07579,Clothing,9917,486,4819662,915735.78,19,Supermarket,Small,South,Karnataka,Bangalore,Tier 3,9,46+,Female,4974,2022
BB07580,Home & Kitchen,31243,430,13434490,4164691.9,31,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 1,3,46+,Female,1541,2023
BB07581,Personal Care,25282,262,6623884,1523493.32,23,Supermarket,Medium,West,Maharashtra,Pune,Tier 1,8,46+,Male,5454,2023
BB07582,Personal Care,21111,71,1498881,524608.35,35,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 2,7,18-25,Male,3974,2022
BB07583,Personal Care,39199,197,7722203,1930550.75,25,Convenience Store,Large,North,Uttar Pradesh,Noida,Tier 2,7,36-45,Female,4754,2020
BB07584,Home & Kitchen,14036,318,4463448,669517.2,15,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 2,10,46+,Male,3515,2023
BB07585,Personal Care,36900,360,13284000,2125440.0,16,Convenience Store,Large,North,Delhi,New Delhi,Tier 1,1,46+,Male,5104,2022
BB07586,Grocery,6603,380,2509140,602193.6,24,Convenience Store,Large,South,Karnataka,Bangalore,Tier 2,10,46+,Male,3213,2022
BB07587,Electronics,5287,256,1353472,257159.68,19,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 3,8,36-45,Female,3290,2021
BB07588,Clothing,39141,359,14051619,4496518.08,32,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 2,11,36-45,Female,3090,2022
BB07589,Home & Kitchen,35446,445,15773470,3627898.1,23,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 3,6,36-45,Female,581,2020
BB07590,Personal Care,31731,336,10661616,2132323.2,20,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 2,8,26-35,Female,2730,2020
BB07591,Grocery,12627,457,5770539,1673456.31,29,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 1,15,46+,Female,872,2021
BB07592,Clothing,41729,291,12143139,2550059.19,21,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 1,3,26-35,Male,4696,2022
BB07593,Personal Care,1899,71,134829,28314.09,21,Supermarket,Large,North,Uttar Pradesh,Lucknow,Tier 3,8,18-25,Male,1508,2022
BB07594,Home & Kitchen,11047,144,1590768,524953.44,33,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 2,9,18-25,Male,4114,2023
BB07595,Home & Kitchen,11766,70,823620,156487.8,19,Supermarket,Small,East,West Bengal,Kolkata,Tier 1,7,18-25,Male,7018,2023
BB07596,Electronics,24632,182,4483024,896604.8,20,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 1,4,36-45,Male,1221,2024
BB07597,Home & Kitchen,14046,98,1376508,440482.56,32,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 2,7,26-35,Male,4165,2023
BB07598,Clothing,26515,497,13177955,2635591.0,20,Convenience Store,Large,South,Karnataka,Bangalore,Tier 1,8,36-45,Male,5165,2021
BB07599,Clothing,13082,251,3283582,623880.58,19,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 1,2,18-25,Female,1454,2023
BB07600,Home & Kitchen,10008,214,2141712,728182.08,34,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,10,26-35,Male,6698,2022
BB07601,Home & Kitchen,21163,474,10031262,1905939.78,19,Supermarket,Medium,North,Delhi,New Delhi,Tier 1,6,36-45,Female,6249,2020
BB07602,Grocery,1359,70,95130,30441.6,32,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 2,14,26-35,Female,1104,2020
BB07603,Clothing,15274,116,1771784,354356.8,20,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 1,3,46+,Female,2859,2021
BB07604,Personal Care,523,44,23012,5753.0,25,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 3,12,18-25,Female,6831,2024
BB07605,Personal Care,2614,82,214348,53587.0,25,Supermarket,Large,North,Delhi,New Delhi,Tier 1,4,18-25,Female,1358,2022
BB07606,Electronics,38421,319,12256299,3554326.71,29,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 3,5,18-25,Male,4387,2020
BB07607,Clothing,12185,212,2583220,697469.4,27,Convenience Store,Large,North,Uttar Pradesh,Lucknow,Tier 3,6,18-25,Male,4515,2021
BB07608,Grocery,6070,9,54630,11472.3,21,Convenience Store,Large,South,Karnataka,Bangalore,Tier 2,13,26-35,Male,2417,2022
BB07609,Grocery,35546,338,12014548,3123782.48,26,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 1,10,18-25,Female,4421,2021
BB07610,Clothing,49595,330,16366350,2782279.5,17,Supermarket,Medium,East,West Bengal,Kolkata,Tier 3,9,46+,Male,5455,2023
BB07611,Home & Kitchen,48421,80,3873680,890946.4,23,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 2,15,26-35,Male,4453,2022
BB07612,Electronics,14483,324,4692492,891573.48,19,Supermarket,Small,North,Delhi,New Delhi,Tier 1,7,26-35,Female,5415,2023
BB07613,Personal Care,21784,385,8386840,2851525.6,34,Supermarket,Large,North,Uttar Pradesh,Noida,Tier 2,13,36-45,Male,1322,2024
BB07614,Electronics,25971,336,8726256,1308938.4,15,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 2,6,46+,Male,2153,2020
BB07615,Clothing,49222,230,11321060,3056686.2,27,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 1,6,18-25,Male,5673,2024
BB07616,Clothing,22138,170,3763460,1166672.6,31,Convenience Store,Small,West,Maharashtra,Pune,Tier 1,15,36-45,Female,4126,2020
BB07617,Clothing,14980,418,6261640,1941108.4,31,Convenience Store,Large,North,Delhi,New Delhi,Tier 3,3,36-45,Female,7691,2024
BB07618,Clothing,3105,286,888030,133204.5,15,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 1,8,26-35,Male,7241,2020
BB07619,Clothing,21270,193,4105110,1354686.3,33,Supermarket,Large,East,West Bengal,Kolkata,Tier 3,4,36-45,Female,862,2021
BB07620,Electronics,41063,154,6323702,2213295.7,35,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 1,7,36-45,Male,6216,2021
BB07621,Home & Kitchen,16004,426,6817704,1159009.68,17,Supermarket,Small,North,Uttar Pradesh,Noida,Tier 2,14,36-45,Male,6557,2020
BB07622,Home & Kitchen,14079,304,4280016,1070004.0,25,Supermarket,Small,North,Delhi,New Delhi,Tier 1,7,26-35,Male,3216,2022
BB07623,Electronics,31800,481,15295800,3518034.0,23,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 2,1,26-35,Female,824,2021
BB07624,Home & Kitchen,37587,410,15410670,4160880.9,27,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 2,11,18-25,Female,5816,2023
BB07625,Clothing,10000,57,570000,148200.0,26,Supermarket,Large,North,Delhi,New Delhi,Tier 3,4,26-35,Male,5647,2021
BB07626,Personal Care,15042,124,1865208,298433.28,16,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 2,4,26-35,Male,3094,2023
BB07627,Clothing,23832,408,9723456,2625333.12,27,Supermarket,Large,South,Karnataka,Bangalore,Tier 3,2,46+,Female,3163,2023
BB07628,Personal Care,7655,304,2327120,581780.0,25,Convenience Store,Large,North,Uttar Pradesh,Noida,Tier 2,5,26-35,Female,4382,2024
BB07629,Electronics,36457,467,17025419,3405083.8,20,Convenience Store,Small,North,Uttar Pradesh,Noida,Tier 2,2,46+,Male,5326,2023
BB07630,Electronics,25808,339,8748912,1574804.16,18,Supermarket,Small,West,Maharashtra,Mumbai,Tier 3,7,36-45,Female,7909,2021
BB07631,Electronics,43455,29,1260195,365456.55,29,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 1,3,26-35,Male,6548,2021
BB07632,Electronics,3012,220,662640,132528.0,20,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,5,18-25,Female,3377,2020
BB07633,Electronics,32511,271,8810481,1762096.2,20,Supermarket,Small,South,Karnataka,Bangalore,Tier 2,14,36-45,Female,5937,2020
BB07634,Electronics,19691,94,1850954,592305.28,32,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 3,11,46+,Female,4316,2024
BB07635,Home & Kitchen,5996,7,41972,14270.48,34,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 2,2,36-45,Female,6132,2023
BB07636,Clothing,24521,174,4266654,767997.72,18,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,12,46+,Female,5522,2022
BB07637,Home & Kitchen,35747,277,9901919,2178422.18,22,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 1,15,36-45,Male,3430,2021
BB07638,Personal Care,34347,455,15627885,2813019.3,18,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 2,7,36-45,Female,2975,2021
BB07639,Clothing,19721,488,9623848,2117246.56,22,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 1,1,46+,Female,2910,2023
BB07640,Grocery,48444,183,8865252,2925533.16,33,Convenience Store,Small,West,Maharashtra,Pune,Tier 3,1,26-35,Female,3887,2024
BB07641,Electronics,2005,304,609520,146284.8,24,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,3,26-35,Male,3684,2024
BB07642,Grocery,59,60,3540,1026.6,29,Supermarket,Large,West,Maharashtra,Pune,Tier 2,2,46+,Female,2111,2022
BB07643,Electronics,29301,104,3047304,792299.04,26,Convenience Store,Large,North,Delhi,New Delhi,Tier 3,3,26-35,Male,7506,2020
BB07644,Home & Kitchen,37622,490,18434780,4239999.4,23,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 2,13,36-45,Male,7831,2020
BB07645,Personal Care,14294,162,2315628,694688.4,30,Supermarket,Small,North,Uttar Pradesh,Noida,Tier 2,2,26-35,Female,870,2024
BB07646,Electronics,38419,160,6147040,983526.4,16,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 1,7,46+,Male,1836,2021
BB07647,Home & Kitchen,4380,458,2006040,320966.4,16,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 2,5,26-35,Female,3693,2020
BB07648,Personal Care,15098,147,2219406,488269.32,22,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 1,10,26-35,Male,5435,2023
BB07649,Personal Care,33374,423,14117202,2541096.36,18,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,2,18-25,Male,2183,2024
BB07650,Electronics,35407,37,1310059,209609.44,16,Supermarket,Medium,North,Delhi,New Delhi,Tier 1,5,18-25,Male,6411,2022
BB07651,Grocery,38733,330,12781890,3834567.0,30,Convenience Store,Medium,North,Uttar Pradesh,Lucknow,Tier 3,10,36-45,Female,5419,2022
BB07652,Personal Care,31609,193,6100537,915080.55,15,Supermarket,Small,North,Delhi,New Delhi,Tier 3,9,36-45,Female,5863,2023
BB07653,Grocery,5212,6,31272,5941.68,19,Supermarket,Large,West,Maharashtra,Mumbai,Tier 2,10,46+,Female,6486,2024
BB07654,Electronics,18874,181,3416194,717400.74,21,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 2,5,26-35,Male,7868,2023
BB07655,Clothing,3161,224,708064,212419.2,30,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 1,6,26-35,Male,5786,2024
BB07656,Home & Kitchen,10179,82,834678,191975.94,23,Convenience Store,Small,North,Delhi,New Delhi,Tier 1,4,36-45,Male,5350,2023
BB07657,Clothing,18507,260,4811820,1491664.2,31,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 1,14,26-35,Female,1375,2024
BB07658,Electronics,9855,110,1084050,357736.5,33,Convenience Store,Small,North,Delhi,New Delhi,Tier 2,1,18-25,Male,7466,2023
BB07659,Electronics,13509,206,2782854,918341.82,33,Supermarket,Medium,South,Karnataka,Bangalore,Tier 3,1,26-35,Female,2311,2021
BB07660,Grocery,29582,20,591640,153826.4,26,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 1,1,46+,Male,3314,2022
BB07661,Clothing,18173,229,4161617,665858.72,16,Convenience Store,Large,West,Maharashtra,Pune,Tier 3,6,26-35,Female,4596,2024
BB07662,Clothing,34235,14,479290,134201.2,28,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 3,1,46+,Male,1600,2022
BB07663,Personal Care,43960,447,19650120,4912530.0,25,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 3,6,46+,Female,6651,2022
BB07664,Grocery,29664,210,6229440,2180304.0,35,Convenience Store,Medium,North,Delhi,New Delhi,Tier 1,10,36-45,Female,5235,2024
BB07665,Clothing,6003,399,2395197,742511.07,31,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 2,11,36-45,Male,4521,2020
BB07666,Personal Care,3906,263,1027278,267092.28,26,Convenience Store,Medium,North,Delhi,New Delhi,Tier 2,6,18-25,Male,940,2024
BB07667,Grocery,20662,318,6570516,1051282.56,16,Convenience Store,Small,South,Karnataka,Bangalore,Tier 3,1,46+,Male,6500,2022
BB07668,Clothing,27290,216,5894640,1709445.6,29,Supermarket,Small,West,Maharashtra,Pune,Tier 3,9,26-35,Male,7451,2024
BB07669,Home & Kitchen,25477,372,9477444,3222330.96,34,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 1,6,26-35,Male,5916,2021
BB07670,Grocery,42421,67,2842207,483175.19,17,Supermarket,Large,South,Karnataka,Bangalore,Tier 3,7,26-35,Female,5908,2022
BB07671,Clothing,44033,7,308231,86304.68,28,Convenience Store,Large,South,Karnataka,Bangalore,Tier 2,11,36-45,Female,4783,2024
BB07672,Electronics,48643,381,18532983,3521266.77,19,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,13,18-25,Male,776,2024
BB07673,Grocery,49734,427,21236418,7432746.3,35,Supermarket,Small,East,West Bengal,Kolkata,Tier 3,13,46+,Male,6604,2023
BB07674,Clothing,46443,171,7941753,2064855.78,26,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 3,11,26-35,Female,6732,2020
BB07675,Electronics,39842,271,10797182,2267408.22,21,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 1,6,18-25,Female,5774,2022
BB07676,Clothing,33816,203,6864648,1235636.64,18,Supermarket,Medium,East,West Bengal,Kolkata,Tier 2,3,18-25,Male,7160,2023
BB07677,Grocery,15081,124,1870044,448810.56,24,Convenience Store,Large,East,West Bengal,Kolkata,Tier 2,8,36-45,Male,6928,2023
BB07678,Personal Care,17720,50,886000,230360.0,26,Convenience Store,Small,North,Delhi,New Delhi,Tier 3,1,18-25,Male,1895,2023
BB07679,Electronics,48790,361,17613190,3874901.8,22,Supermarket,Large,East,West Bengal,Kolkata,Tier 1,13,36-45,Male,5353,2021
BB07680,Electronics,14841,276,4096116,737300.88,18,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 2,13,18-25,Male,3115,2023
BB07681,Grocery,3501,224,784224,219582.72,28,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,9,46+,Female,6449,2020
BB07682,Home & Kitchen,31447,126,3962322,633971.52,16,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 1,6,46+,Female,3847,2021
BB07683,Electronics,6443,150,966450,251277.0,26,Supermarket,Large,East,West Bengal,Kolkata,Tier 1,12,26-35,Female,6986,2022
BB07684,Electronics,14683,401,5887883,1766364.9,30,Convenience Store,Large,South,Karnataka,Bangalore,Tier 3,2,18-25,Male,3406,2020
BB07685,Electronics,3432,16,54912,13728.0,25,Convenience Store,Large,West,Gujarat,Ahmedabad,Tier 2,4,46+,Female,5834,2024
BB07686,Grocery,47181,151,7124331,1211136.27,17,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,10,46+,Female,4598,2024
BB07687,Grocery,20906,354,7400724,2368231.68,32,Supermarket,Large,South,Karnataka,Bangalore,Tier 2,4,26-35,Female,7280,2021
BB07688,Home & Kitchen,9982,208,2076256,685164.48,33,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 2,8,18-25,Female,6011,2021
BB07689,Clothing,22225,49,1089025,337597.75,31,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,3,18-25,Male,4108,2024
BB07690,Home & Kitchen,39110,14,547540,87606.4,16,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 1,8,18-25,Male,6868,2021
BB07691,Grocery,39106,129,5044674,1664742.42,33,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 3,4,46+,Female,3094,2023
BB07692,Personal Care,42819,240,10276560,1541484.0,15,Supermarket,Small,North,Delhi,New Delhi,Tier 3,6,18-25,Male,3903,2022
BB07693,Home & Kitchen,10501,260,2730260,764472.8,28,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 2,10,36-45,Male,3234,2024
BB07694,Personal Care,32041,353,11310473,2035885.14,18,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 1,2,46+,Male,2193,2021
BB07695,Electronics,18619,89,1657091,513698.21,31,Convenience Store,Large,North,Uttar Pradesh,Lucknow,Tier 3,14,18-25,Female,5159,2022
BB07696,Electronics,47573,478,22739894,5457574.56,24,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 1,12,26-35,Female,4660,2023
BB07697,Home & Kitchen,34705,289,10029745,3008923.5,30,Convenience Store,Medium,North,Delhi,New Delhi,Tier 1,13,18-25,Female,4740,2020
BB07698,Clothing,9854,403,3971162,1032502.12,26,Convenience Store,Large,East,West Bengal,Kolkata,Tier 3,1,36-45,Male,1847,2022
BB07699,Grocery,29972,297,8901684,2314437.84,26,Supermarket,Small,North,Delhi,New Delhi,Tier 3,15,36-45,Female,3076,2024
BB07700,Clothing,26730,392,10478160,2514758.4,24,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 2,3,18-25,Female,1877,2023
BB07701,Personal Care,9653,379,3658487,768282.27,21,Convenience Store,Small,West,Maharashtra,Pune,Tier 2,9,18-25,Female,7048,2023
BB07702,Clothing,9483,115,1090545,196298.1,18,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 3,11,26-35,Female,6624,2020
BB07703,Clothing,20861,8,166888,50066.4,30,Supermarket,Medium,West,Maharashtra,Mumbai,Tier 3,5,36-45,Female,1437,2020
BB07704,Home & Kitchen,43764,197,8621508,1982946.84,23,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 3,1,18-25,Male,7084,2022
BB07705,Clothing,30141,77,2320857,812299.95,35,Supermarket,Large,South,Karnataka,Bangalore,Tier 1,11,36-45,Female,5612,2021
BB07706,Clothing,2310,339,783090,274081.5,35,Supermarket,Large,North,Uttar Pradesh,Noida,Tier 1,7,26-35,Male,2099,2020
BB07707,Personal Care,44686,50,2234300,536232.0,24,Supermarket,Medium,East,West Bengal,Kolkata,Tier 3,11,18-25,Female,7503,2022
BB07708,Clothing,15570,208,3238560,647712.0,20,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 2,10,36-45,Male,5813,2024
BB07709,Grocery,15611,210,3278310,1081842.3,33,Supermarket,Small,North,Delhi,New Delhi,Tier 2,5,26-35,Female,1876,2022
BB07710,Personal Care,167,5,835,175.35,21,Convenience Store,Small,North,Uttar Pradesh,Noida,Tier 1,6,26-35,Female,2937,2023
BB07711,Personal Care,22362,57,1274634,420629.22,33,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 1,3,46+,Female,2424,2020
BB07712,Home & Kitchen,43864,447,19607208,5882162.4,30,Supermarket,Small,North,Uttar Pradesh,Lucknow,Tier 2,1,18-25,Female,3993,2022
BB07713,Home & Kitchen,40905,272,11126160,2670278.4,24,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 2,12,46+,Male,1004,2021
BB07714,Electronics,29329,69,2023701,546399.27,27,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 1,4,46+,Female,6970,2023
BB07715,Electronics,37599,47,1767153,459459.78,26,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 2,10,36-45,Male,7244,2020
BB07716,Electronics,29894,352,10522688,3577713.92,34,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 1,15,18-25,Female,1832,2024
BB07717,Personal Care,41523,3,124569,24913.8,20,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 3,2,18-25,Female,5161,2022
BB07718,Home & Kitchen,28252,28,791056,213585.12,27,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 2,3,18-25,Male,4306,2021
BB07719,Clothing,10177,94,956638,229593.12,24,Supermarket,Small,South,Karnataka,Bangalore,Tier 2,10,26-35,Male,6957,2024
BB07720,Electronics,21353,138,2946714,707211.36,24,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 2,10,36-45,Female,1335,2020
BB07721,Personal Care,30206,468,14136408,2968645.68,21,Supermarket,Small,North,Delhi,New Delhi,Tier 2,2,26-35,Male,1033,2024
BB07722,Personal Care,3670,105,385350,134872.5,35,Supermarket,Small,North,Uttar Pradesh,Lucknow,Tier 3,7,46+,Female,6884,2021
BB07723,Electronics,22598,51,1152498,218974.62,19,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 3,13,46+,Female,4996,2023
BB07724,Personal Care,28761,60,1725660,327875.4,19,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 3,8,46+,Female,2110,2024
BB07725,Grocery,16144,316,5101504,1122330.88,22,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 3,5,18-25,Male,6452,2020
BB07726,Electronics,35351,326,11524426,2189640.94,19,Supermarket,Small,West,Maharashtra,Mumbai,Tier 1,11,36-45,Male,7758,2021
BB07727,Clothing,36882,445,16412490,5580246.6,34,Convenience Store,Large,North,Delhi,New Delhi,Tier 2,10,26-35,Male,7667,2024
BB07728,Personal Care,32327,179,5786533,1215171.93,21,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 1,1,26-35,Female,6544,2021
BB07729,Grocery,14466,344,4976304,1691943.36,34,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,11,36-45,Male,6671,2021
BB07730,Grocery,3332,135,449820,112455.0,25,Convenience Store,Large,West,Gujarat,Ahmedabad,Tier 3,12,18-25,Male,1828,2022
BB07731,Personal Care,11851,334,3958234,949976.16,24,Supermarket,Small,North,Uttar Pradesh,Noida,Tier 3,4,18-25,Male,7376,2020
BB07732,Grocery,34861,348,12131628,3760804.68,31,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 3,3,18-25,Male,5130,2022
BB07733,Home & Kitchen,39382,230,9057860,1902150.6,21,Supermarket,Large,East,West Bengal,Kolkata,Tier 3,6,36-45,Male,6570,2020
BB07734,Clothing,5669,94,532886,79932.9,15,Convenience Store,Small,West,Maharashtra,Pune,Tier 1,11,18-25,Female,2817,2020
BB07735,Home & Kitchen,35980,171,6152580,1353567.6,22,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 1,11,26-35,Female,5582,2024
BB07736,Personal Care,47125,319,15032875,2254931.25,15,Convenience Store,Small,South,Karnataka,Bangalore,Tier 2,4,18-25,Male,2327,2022
BB07737,Home & Kitchen,11745,162,1902690,437618.7,23,Convenience Store,Large,East,West Bengal,Kolkata,Tier 2,14,46+,Female,6168,2021
BB07738,Electronics,34669,60,2080140,540836.4,26,Supermarket,Small,North,Uttar Pradesh,Lucknow,Tier 2,15,26-35,Male,7451,2020
BB07739,Grocery,31876,244,7777744,2722210.4,35,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 1,1,26-35,Female,2599,2021
BB07740,Grocery,24559,319,7834321,2193609.88,28,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 2,9,26-35,Female,623,2021
BB07741,Grocery,12987,470,6103890,1770128.1,29,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 1,2,26-35,Male,2669,2022
BB07742,Clothing,1279,442,565318,118716.78,21,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 3,11,18-25,Female,574,2021
BB07743,Home & Kitchen,10280,317,3258760,814690.0,25,Convenience Store,Large,North,Delhi,New Delhi,Tier 1,10,18-25,Female,1310,2023
BB07744,Clothing,28491,243,6923313,1453895.73,21,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 3,1,46+,Female,3016,2021
BB07745,Grocery,27121,242,6563282,1247023.58,19,Supermarket,Small,North,Uttar Pradesh,Noida,Tier 2,3,46+,Female,3681,2021
BB07746,Clothing,12277,227,2786879,836063.7,30,Convenience Store,Large,North,Delhi,New Delhi,Tier 3,10,26-35,Female,1848,2023
BB07747,Electronics,47250,336,15876000,5397840.0,34,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 2,8,46+,Male,3000,2020
BB07748,Home & Kitchen,45811,489,22401579,5600394.75,25,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 2,11,18-25,Female,6127,2021
BB07749,Clothing,728,403,293384,61610.64,21,Convenience Store,Medium,North,Uttar Pradesh,Noida,Tier 2,1,18-25,Female,3430,2023
BB07750,Grocery,10924,12,131088,44569.92,34,Supermarket,Large,North,Uttar Pradesh,Lucknow,Tier 2,7,26-35,Female,3881,2022
BB07751,Personal Care,34196,237,8104452,2188202.04,27,Convenience Store,Small,East,West Bengal,Kolkata,Tier 2,9,36-45,Male,6692,2024
BB07752,Personal Care,30832,104,3206528,480979.2,15,Convenience Store,Small,South,Karnataka,Bangalore,Tier 1,13,26-35,Female,5186,2022
BB07753,Grocery,34201,463,15835063,3483713.86,22,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 2,1,26-35,Male,7152,2024
BB07754,Grocery,40462,381,15416022,2774883.96,18,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 3,7,26-35,Female,1987,2024
BB07755,Electronics,9316,377,3512132,983396.96,28,Supermarket,Medium,North,Uttar Pradesh,Lucknow,Tier 3,11,36-45,Female,559,2023
BB07756,Home & Kitchen,41730,52,2169960,368893.2,17,Supermarket,Small,South,Karnataka,Bangalore,Tier 1,5,46+,Female,7325,2023
BB07757,Clothing,5387,42,226254,65613.66,29,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 1,6,36-45,Male,4157,2021
BB07758,Electronics,13621,94,1280374,345700.98,27,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,1,18-25,Male,2236,2023
BB07759,Grocery,3882,364,1413048,268479.12,19,Convenience Store,Medium,West,Maharashtra,Pune,Tier 2,7,18-25,Male,6692,2021
BB07760,Clothing,24977,413,10315501,2269410.22,22,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 3,15,26-35,Female,2746,2023
BB07761,Home & Kitchen,20009,293,5862637,1465659.25,25,Convenience Store,Small,North,Uttar Pradesh,Noida,Tier 1,1,18-25,Male,6277,2023
BB07762,Home & Kitchen,49544,264,13079616,1961942.4,15,Supermarket,Medium,North,Delhi,New Delhi,Tier 3,4,36-45,Male,5864,2020
BB07763,Electronics,18366,6,110196,17631.36,16,Convenience Store,Small,East,West Bengal,Kolkata,Tier 2,11,26-35,Male,1633,2020
